ph,hardness,solids,chloramines,conductivity,organic_carbon,trihalomethanes,turbidity,sulfate,potability
0.961659924276056,2.062561775019369,0.1537727442596301,-0.4587806981751549,1.9764597948496505,-0.20986415073194206,1.2200135169489639,1.0014876377542654,383.9625917765638,0
1.6490476984644817,0.10636705653578114,1.274520795962996,-0.6273309930531654,0.4194197629130527,0.5458224584658264,0.6216315100405411,-1.5043877346361756,,0
-0.3332815901580966,0.5141700035838197,-0.3067351256669376,0.5308878133422397,-0.031045219355463075,-0.5064854376110018,-1.0503918624217152,0.2800636758604458,,1
1.7052494155817572,2.077821457268337,-1.5509435876105668,0.777096386026893,-0.9002053334928959,0.22839680256894052,-0.8606096035063168,0.8511064997553714,359.26854259335056,0
-1.609420229985905,-0.801074805835075,0.9723236198552095,-0.028684240734135967,-0.5039691460786911,0.8298567193685641,0.23395887587161002,-1.0017357534229876,413.10219826509183,1
-1.3154397840141872,2.5595160831157573,0.5732435879369395,-0.6254649581321252,-1.5787328095009583,0.3850748067557544,0.25051495089159187,-0.7253388083520951,374.2329605843208,1
-0.20991069230321696,-1.1421794061597856,-0.6455741373660313,0.008612913342839092,1.0718668321205604,-1.4782918926041058,-1.735324367401423,-0.5596314762018402,,0
-0.2738748151979152,0.28000311586865784,-0.15932150114779567,-0.7661953005304478,0.3509768652115118,0.5196128122203644,-0.8911239263524191,-0.33458667808669357,313.3538129765168,0
-0.23294102075906953,0.09886630323370266,-0.5148679713538012,-0.19616183071552587,0.3392477809808945,0.0910426931886497,0.9214870361190144,-0.1903943075731567,,1
-1.339444463808602,0.6034853582061642,-1.3872558176145726,-0.10496149948284936,1.2272767147221997,0.013178684776817327,-0.8765251932718708,-0.6608286043886894,379.5047314584776,1
-0.7357966393890014,-1.4444997982345185,-0.8578762581529825,-0.607552634290125,0.001217434716017129,0.042085206867237865,-0.6239976329116809,-1.8831781021966687,,0
1.1990746503245233,-0.008961908021966624,-1.4841341683856208,0.21919404556178126,-0.590976184860062,1.0381314562651118,2.9577046425986073,0.014901984879467057,396.4535683592829,0
0.9496289749535567,0.04632915357681899,-0.6936468620073558,-1.4252348289576908,0.4612346362234132,1.3306548244110472,-1.6309892050475747,-0.5953300745415859,311.55738096097565,0
-0.4611087943066314,-0.2834161675603045,2.216421463117602,1.586090159900442,1.0962169134713051,-0.8193331904177572,0.5303204258915085,0.5181283558500254,364.4876872467604,0
-0.14101044560369835,-1.1560375058076104,-1.1530050319723173,0.32531993633062023,0.570094276220794,0.7936758520742788,-0.23728107096576806,0.7976222859870437,386.1673844440371,0
1.8011218268066242,0.20643562614013877,-1.3773034648537599,-0.15046021795094103,-1.1443950097433095,2.8782667218228504,0.32949146525671125,0.9204015164213222,337.35052910963714,0
0.31566351627241607,0.9728946764157714,-1.5277280564478444,0.13594489960721015,0.08225460599658724,-0.9092107062121394,-0.7228925959080119,-0.36431281451039865,,0
-0.4423200471317258,-0.7860954371828869,-0.6716004098123141,-1.0659973820982385,-1.4058645342797083,0.42454759424383987,-0.7757841064344699,0.4004491178435031,331.8568920571772,0
-1.3761284079648182,-1.6478508163557788,-0.9564753221373961,0.7500752989062456,0.14787737317012567,-1.302722054519926,1.000982338898478,0.16901865046025616,368.6186875689668,1
-0.8065763318233151,0.17826474138468743,-0.7584612948545062,-0.16411378907567256,-1.780472533488471,1.6519536586363075,-0.6899167222261682,0.5808692488016229,328.93258536876385,0
0.6394787805274251,-2.0800367845968695,1.244188539337011,-0.3704317908161513,-0.13063508572228516,-0.9448353246941769,0.7290058476688123,0.12442836475357763,,0
-0.27839002812176006,-0.06058216883597709,-0.1792430546343497,-0.687341173638316,-0.17527184799964501,0.481594691936973,-0.5506204479502019,0.7060960701344923,307.9549022960769,1
-0.2676720992514337,-0.24645852880881933,-0.31601495515301303,-0.7399569491869178,0.08464311611432482,1.8642616264173923,-2.504495151409053,-0.39659831165137643,345.3585328021798,0
-1.5709231079483277,-0.31691702741255806,0.7040751843331805,-0.2266672943480173,-0.5641848943683263,-0.08922677971098443,0.4996376393391767,1.2111441016845617,354.7852174343189,0
0.7506753876527872,0.36999574350303505,0.34457148059337384,-1.3875927715725733,0.1722574470947558,1.43781954139112,-0.9835576558249995,-1.498516657993779,,0
0.6258109755141855,0.42028399663553473,-1.52316531305437,0.9299341446432208,-1.0753558055523675,1.3259901322052796,2.4636566035181504,-0.928236476058458,355.44372109287366,0
-1.0527201597550049,0.9303136128405204,2.7302424724032375,-0.03166857981220767,-0.08320914120322782,2.2875587390342114,-0.47567976374842563,0.15324210678627267,307.62146151677103,0
-0.4684452207705684,-0.9735961606378929,0.5437872964280637,0.16495380933147025,2.199236308199086,0.19316573695791195,2.8857716474331214,0.7772763995630517,338.429461935427,1
0.8284738769229193,0.8310829795949308,0.6442666838541048,-0.40676682348382953,-1.32932947939268,-1.0865803281348883,-0.14338711697633658,-0.6532100631504668,352.95280331182386,0
